ticker,close,date,high,low,month,open,volume
ICICIBANK,1144.45,19-06-2024 05:30,1165.55,1126.15,2024-06,1127.95,34309514
ADANIENT,3261.9,19-06-2024 05:30,3314,3226.3,2024-06,3314,1419264
ADANIPORTS,1448.4,19-06-2024 05:30,1452,1420.45,2024-06,1446,4484742
BEL,309.3,19-06-2024 05:30,319.9,304.1,2024-06,319.9,58698689
BAJAJFINSV,1594.9,19-06-2024 05:30,1600,1582.5,2024-06,1600,1269273
EICHERMOT,4880.75,19-06-2024 05:30,4963.7,4850,2024-06,4940,652617
COALINDIA,477.95,19-06-2024 05:30,491.2,476.5,2024-06,489.4,8962510
MARUTI,12242.1,19-06-2024 05:30,12625,12200,2024-06,12610,694871
INDUSINDBK,1528.2,19-06-2024 05:30,1550,1513.25,2024-06,1516.2,11002582
ASIANPAINT,2891.7,19-06-2024 05:30,2920,2882.65,2024-06,2918,1018294
TATASTEEL,180.02,19-06-2024 05:30,182.49,179.31,2024-06,182.45,27476795
HDFCLIFE,596.2,19-06-2024 05:30,605.15,592.35,2024-06,602.1,4453729
DRREDDY,1191.24,19-06-2024 05:30,1199.93,1184,2024-06,1198.39,3056645
SUNPHARMA,1504,19-06-2024 05:30,1529.85,1500,2024-06,1524.95,1537367
KOTAKBANK,1746.7,19-06-2024 05:30,1763.05,1715,2024-06,1729,9959798
SHRIRAMFIN,2791.25,19-06-2024 05:30,2831,2760,2024-06,2829.8,1835027
NESTLEIND,2526.05,19-06-2024 05:30,2559.6,2517.85,2024-06,2550,784307
ONGC,271.55,19-06-2024 05:30,276.6,271.1,2024-06,275.9,13361607
CIPLA,1559.8,19-06-2024 05:30,1582,1553.4,2024-06,1577.4,1881544
BPCL,307.9,19-06-2024 05:30,317.1,307.5,2024-06,317.1,19648006
BRITANNIA,5360.65,19-06-2024 05:30,5422.85,5350,2024-06,5416,135179
SBILIFE,1449.2,19-06-2024 05:30,1478.4,1446.15,2024-06,1478.35,578983
HINDALCO,662.4,19-06-2024 05:30,682,660.4,2024-06,680.05,4770356
HEROMOTOCO,5647.7,19-06-2024 05:30,5779.8,5625,2024-06,5774.8,447054
AXISBANK,1226.65,19-06-2024 05:30,1243.35,1185.5,2024-06,1193,17987437
HDFCBANK,1657.85,19-06-2024 05:30,1669.9,1604,2024-06,1613.4,45065598
BAJAJ-AUTO,9685.8,19-06-2024 05:30,9948,9670,2024-06,9939.5,279789
SBIN,843.75,20-06-2024 05:30,853.1,842.35,2024-06,853,13985352
BAJFINANCE,7207.1,20-06-2024 05:30,7264.9,7111,2024-06,7220,900158
TITAN,3435.95,20-06-2024 05:30,3490,3418.1,2024-06,3474,2377432
ITC,423.3,20-06-2024 05:30,426.5,421.5,2024-06,424.05,14585806
TCS,3787.25,20-06-2024 05:30,3809.95,3780.05,2024-06,3796,2846526
LT,3594.45,20-06-2024 05:30,3613.3,3564.6,2024-06,3584.95,2618715
TATACONSUM,1089.71,20-06-2024 05:30,1094.74,1082.64,2024-06,1094.45,1208847
RELIANCE,1473.7,20-06-2024 05:30,1482.85,1450.1,2024-06,1459,16113776
HCLTECH,1443.45,20-06-2024 05:30,1448.95,1429.55,2024-06,1448.95,3163919
JSWSTEEL,929.65,20-06-2024 05:30,938,911.3,2024-06,914.95,3120339
ULTRACEMCO,10903.2,20-06-2024 05:30,11173.9,10875.4,2024-06,11008.9,445369
POWERGRID,324.55,20-06-2024 05:30,328.3,322.3,2024-06,327.5,11749507
INFY,1515.4,20-06-2024 05:30,1517.5,1499.1,2024-06,1516.3,7927010
TRENT,5337.15,20-06-2024 05:30,5422,5305.05,2024-06,5374.9,516737
AIRTEL,1381.15,20-06-2024 05:30,1406.95,1376.25,2024-06,1405.95,8742855
TATAMOTORS,978.25,20-06-2024 05:30,988.4,976.35,2024-06,980,7299571
WIPRO,490.4,20-06-2024 05:30,497.5,488.25,2024-06,497.5,6285563
TECHM,1393.1,20-06-2024 05:30,1399,1371.45,2024-06,1386,1987190
NTPC,357.65,20-06-2024 05:30,364.9,357.05,2024-06,362.5,14338604
HINDUNILVR,2482.2,20-06-2024 05:30,2490,2446.65,2024-06,2457,2163310
APOLLOHOSP,6175.85,20-06-2024 05:30,6193.7,6115.75,2024-06,6165.7,252844
M&M,2871.2,20-06-2024 05:30,2954.75,2857.3,2024-06,2945.05,4024418
GRASIM,2498.8,20-06-2024 05:30,2504,2432.5,2024-06,2447.1,1008266
ICICIBANK,1156.8,20-06-2024 05:30,1160,1135.5,2024-06,1154.05,15475933
ADANIENT,3259.45,20-06-2024 05:30,3315,3240,2024-06,3263.9,1366545
ADANIPORTS,1469.4,20-06-2024 05:30,1476.8,1444.1,2024-06,1459.3,4905603
BEL,311.9,20-06-2024 05:30,313.35,302.25,2024-06,309.8,39505506
BAJAJFINSV,1586,20-06-2024 05:30,1595,1573.1,2024-06,1592.5,1649421
EICHERMOT,4876.9,20-06-2024 05:30,4924.9,4843.05,2024-06,4885.35,637364
COALINDIA,483.15,20-06-2024 05:30,487.4,471.55,2024-06,481.05,7864157
MARUTI,12149.5,20-06-2024 05:30,12305.5,12135,2024-06,12246,907751
INDUSINDBK,1527.85,20-06-2024 05:30,1540.75,1513,2024-06,1536,3589441
ASIANPAINT,2915.5,20-06-2024 05:30,2924.5,2872.4,2024-06,2885,1129752
TATASTEEL,182.28,20-06-2024 05:30,182.95,179.37,2024-06,181.6,38837494
HDFCLIFE,590.1,20-06-2024 05:30,597.5,582.7,2024-06,596.2,6133067
DRREDDY,1194.16,20-06-2024 05:30,1199.2,1177.6,2024-06,1185,2489735
SUNPHARMA,1471,20-06-2024 05:30,1487.95,1467,2024-06,1487.95,4168375
KOTAKBANK,1766.25,20-06-2024 05:30,1789.85,1760.3,2024-06,1765,9243104
SHRIRAMFIN,2805.2,20-06-2024 05:30,2854.5,2764.75,2024-06,2804.55,1389762
NESTLEIND,2539.75,20-06-2024 05:30,2551.15,2500,2024-06,2525,657413
ONGC,271.85,20-06-2024 05:30,274,269.1,2024-06,271.8,12826509
CIPLA,1544.85,20-06-2024 05:30,1559.15,1540,2024-06,1558,1705002
BPCL,313.13,20-06-2024 05:30,314.4,306.4,2024-06,310,18076646
BRITANNIA,5378.45,20-06-2024 05:30,5400,5319,2024-06,5360.65,296418
SBILIFE,1455.5,20-06-2024 05:30,1480.9,1451.45,2024-06,1476,1444553
HINDALCO,676.5,20-06-2024 05:30,684.35,661.75,2024-06,665,6646966
HEROMOTOCO,5504.6,20-06-2024 05:30,5669,5496,2024-06,5669,840321
AXISBANK,1239.5,20-06-2024 05:30,1241.5,1220.4,2024-06,1230.1,8206858
HDFCBANK,1669.35,20-06-2024 05:30,1681.45,1652,2024-06,1669.8,20704371
BAJAJ-AUTO,9632,20-06-2024 05:30,9735.9,9565,2024-06,9692,324597
SBIN,836.3,21-06-2024 05:30,848.05,828.6,2024-06,844.9,18990090
BAJFINANCE,7134.25,21-06-2024 05:30,7265,7075,2024-06,7239.3,1499818
TITAN,3399.75,21-06-2024 05:30,3473.65,3383.4,2024-06,3430.7,2707405
ITC,419.6,21-06-2024 05:30,425.3,418.55,2024-06,425,25205627
TCS,3810.75,21-06-2024 05:30,3877.8,3798.05,2024-06,3827,4642195
LT,3535,21-06-2024 05:30,3610,3516,2024-06,3604.05,4508508
TATACONSUM,1071.58,21-06-2024 05:30,1091.43,1068.52,2024-06,1089.75,1614886
RELIANCE,1454.2,21-06-2024 05:30,1474.7,1440.58,2024-06,1473.63,31170360
HCLTECH,1447.85,21-06-2024 05:30,1481.95,1439.2,2024-06,1462,6489262
JSWSTEEL,936.9,21-06-2024 05:30,944,923.15,2024-06,929,4299319
ULTRACEMCO,10662.4,21-06-2024 05:30,10961.45,10611.55,2024-06,10882.5,586745
POWERGRID,325.95,21-06-2024 05:30,329.6,323,2024-06,326.7,17209541
INFY,1532.7,21-06-2024 05:30,1557.75,1523.7,2024-06,1545,17301941
TRENT,5266.35,21-06-2024 05:30,5353.85,5200,2024-06,5337.15,638917
AIRTEL,1416.05,21-06-2024 05:30,1423.95,1372.85,2024-06,1384.95,43929578
TATAMOTORS,961.8,21-06-2024 05:30,980.9,958.1,2024-06,979,14303735
WIPRO,490.55,21-06-2024 05:30,500.95,489.1,2024-06,497.95,47585588
TECHM,1399.8,21-06-2024 05:30,1440.3,1386.05,2024-06,1408,6836535
NTPC,359.8,21-06-2024 05:30,362.95,356.75,2024-06,359.95,17931844
HINDUNILVR,2441.3,21-06-2024 05:30,2478,2426.55,2024-06,2475,3646215
APOLLOHOSP,6170,21-06-2024 05:30,6239.1,6145,2024-06,6152.2,434583
M&M,2839.95,21-06-2024 05:30,2920.9,2825.05,2024-06,2884.75,8400461
GRASIM,2466.15,21-06-2024 05:30,2515.6,2450.6,2024-06,2499,2867672
ICICIBANK,1158.65,21-06-2024 05:30,1169.9,1150.65,2024-06,1163.55,69259425
ADANIENT,3189.3,21-06-2024 05:30,3277.1,3176.4,2024-06,3265.05,4697655
ADANIPORTS,1485.5,21-06-2024 05:30,1498.9,1470,2024-06,1479.95,25891893
BEL,304.95,21-06-2024 05:30,314,304.1,2024-06,312.7,37620968
BAJAJFINSV,1578.9,21-06-2024 05:30,1610.85,1570.5,2024-06,1586,3345305
EICHERMOT,4845.5,21-06-2024 05:30,4925.3,4820,2024-06,4876.9,414677
COALINDIA,480.2,21-06-2024 05:30,491.4,479,2024-06,483.15,10340882
MARUTI,12201.5,21-06-2024 05:30,12366.25,12083.5,2024-06,12220,947800
INDUSINDBK,1527.15,21-06-2024 05:30,1537.8,1511.25,2024-06,1523,5249389
ASIANPAINT,2890.85,21-06-2024 05:30,2928,2880.1,2024-06,2925,1722379
TATASTEEL,179.94,21-06-2024 05:30,180.9,178.18,2024-06,179.4,65494855
HDFCLIFE,580.95,21-06-2024 05:30,592.6,580,2024-06,588,7263396
DRREDDY,1202.29,21-06-2024 05:30,1211,1191.03,2024-06,1194.2,2150475
SUNPHARMA,1467.25,21-06-2024 05:30,1488,1460.9,2024-06,1480.1,4426556
KOTAKBANK,1775.65,21-06-2024 05:30,1789,1745.3,2024-06,1770,19031689
SHRIRAMFIN,2821.65,21-06-2024 05:30,2842,2795,2024-06,2810,1934468
NESTLEIND,2498.4,21-06-2024 05:30,2548,2488.5,2024-06,2532.6,1271544
ONGC,269.65,21-06-2024 05:30,274.75,268.9,2024-06,271.45,17406416
CIPLA,1541.55,21-06-2024 05:30,1562.9,1533.5,2024-06,1549.9,2613883
BPCL,307.6,21-06-2024 05:30,319,305.1,2024-06,318,30004484
BRITANNIA,5330.3,21-06-2024 05:30,5389.85,5317.5,2024-06,5369.1,244120
SBILIFE,1464.15,21-06-2024 05:30,1478.55,1445.15,2024-06,1455.5,1184387
HINDALCO,684.5,21-06-2024 05:30,691.2,677,2024-06,680,11973903
HEROMOTOCO,5452,21-06-2024 05:30,5615,5432,2024-06,5481,669719
AXISBANK,1237.45,21-06-2024 05:30,1246,1223.75,2024-06,1246,29311314
HDFCBANK,1665.75,21-06-2024 05:30,1672.85,1643.15,2024-06,1672.85,25815388
BAJAJ-AUTO,9602.25,21-06-2024 05:30,9728.95,9571.1,2024-06,9675,334018
SBIN,832.7,24-06-2024 05:30,836,821.05,2024-06,831.5,12715254
BAJFINANCE,7081.85,24-06-2024 05:30,7106.95,7020.55,2024-06,7076,635654
TITAN,3412.35,24-06-2024 05:30,3429,3372.3,2024-06,3380.35,645002
ITC,423.3,24-06-2024 05:30,423.95,420,2024-06,420,9362433
TCS,3816.8,24-06-2024 05:30,3857,3791.3,2024-06,3808.75,1702154
LT,3531.6,24-06-2024 05:30,3567,3505,2024-06,3520.35,2330559
TATACONSUM,1088.42,24-06-2024 05:30,1090.45,1063.93,2024-06,1066.89,901055
RELIANCE,1441.48,24-06-2024 05:30,1449.5,1437.5,2024-06,1445.53,8878386
HCLTECH,1440.85,24-06-2024 05:30,1443.95,1426.6,2024-06,1437.85,1988692
JSWSTEEL,935.35,24-06-2024 05:30,941.65,922,2024-06,936,1857847
ULTRACEMCO,10786,24-06-2024 05:30,10845,10594.65,2024-06,10717.5,276148
POWERGRID,332.95,24-06-2024 05:30,334,322.55,2024-06,323.1,18044357
INFY,1527.15,24-06-2024 05:30,1529.1,1515.4,2024-06,1524.55,5564989
TRENT,5395.75,24-06-2024 05:30,5440,5200,2024-06,5266.35,543826
AIRTEL,1419.8,24-06-2024 05:30,1423.8,1389.35,2024-06,1402,6195831
TATAMOTORS,958.05,24-06-2024 05:30,963.5,950.05,2024-06,960.9,6655577
WIPRO,490.55,24-06-2024 05:30,494.9,489.45,2024-06,490.1,4967259
TECHM,1401.7,24-06-2024 05:30,1409,1381,2024-06,1390,1111433
NTPC,362.75,24-06-2024 05:30,364.65,355.55,2024-06,357.6,9335598
HINDUNILVR,2442.2,24-06-2024 05:30,2467.85,2427.05,2024-06,2435,1945519
APOLLOHOSP,6259.55,24-06-2024 05:30,6295,6156.15,2024-06,6170,357273
M&M,2915.8,24-06-2024 05:30,2923.95,2813.05,2024-06,2836.5,2699784
GRASIM,2515.1,24-06-2024 05:30,2521.75,2443.1,2024-06,2463.9,724085
ICICIBANK,1170.1,24-06-2024 05:30,1175.65,1152.65,2024-06,1154.65,12210295
ADANIENT,3194.6,24-06-2024 05:30,3214.8,3135,2024-06,3185.75,3261647
ADANIPORTS,1460.25,24-06-2024 05:30,1479.65,1450.2,2024-06,1474.85,3009931
BEL,309.75,24-06-2024 05:30,311.9,297.45,2024-06,304.8,39139609
BAJAJFINSV,1587.65,24-06-2024 05:30,1589.85,1561,2024-06,1570.05,822750
EICHERMOT,4870.9,24-06-2024 05:30,4888.7,4794.2,2024-06,4838,302473
COALINDIA,473.7,24-06-2024 05:30,480.05,472,2024-06,480,11124175
MARUTI,12183.4,24-06-2024 05:30,12289,12041,2024-06,12181,550862
INDUSINDBK,1490.4,24-06-2024 05:30,1508.9,1478.2,2024-06,1507.15,4609137
ASIANPAINT,2896.05,24-06-2024 05:30,2899.95,2871.4,2024-06,2883,892125
TATASTEEL,177.96,24-06-2024 05:30,178.95,175.1,2024-06,177.44,47597307
HDFCLIFE,579.5,24-06-2024 05:30,582.45,575.65,2024-06,580,3226301
DRREDDY,1210.99,24-06-2024 05:30,1220,1194.6,2024-06,1199.6,1624525
SUNPHARMA,1494.5,24-06-2024 05:30,1502.9,1475.05,2024-06,1475.05,3726155
KOTAKBANK,1772.55,24-06-2024 05:30,1775.2,1749.75,2024-06,1757.15,4228888
SHRIRAMFIN,2882.25,24-06-2024 05:30,2890,2779.85,2024-06,2819.3,1073571
NESTLEIND,2530.05,24-06-2024 05:30,2532,2484.5,2024-06,2498.4,724201
ONGC,269.9,24-06-2024 05:30,271.25,266.6,2024-06,269.65,7282347
CIPLA,1504.4,24-06-2024 05:30,1528,1495.05,2024-06,1528,1283529
BPCL,305.25,24-06-2024 05:30,309.7,303.3,2024-06,309.7,7557297
BRITANNIA,5297.75,24-06-2024 05:30,5330,5250,2024-06,5315,463385
SBILIFE,1452.75,24-06-2024 05:30,1464.15,1447.2,2024-06,1464.15,460942
HINDALCO,685.25,24-06-2024 05:30,687.7,675.1,2024-06,679.6,8014595
HEROMOTOCO,5524.45,24-06-2024 05:30,5534,5390,2024-06,5390,464982
AXISBANK,1228.1,24-06-2024 05:30,1235.75,1225.05,2024-06,1231,6676530
HDFCBANK,1672.4,24-06-2024 05:30,1675.1,1645.75,2024-06,1647,14272497
BAJAJ-AUTO,9745.25,24-06-2024 05:30,9758.95,9510.55,2024-06,9580,283754
SBIN,842.25,25-06-2024 05:30,845.85,834.3,2024-06,837,20917530
BAJFINANCE,7074.45,25-06-2024 05:30,7140,6998,2024-06,7101,1560811
TITAN,3402.45,25-06-2024 05:30,3423.4,3384.9,2024-06,3412.55,1299560
ITC,423.3,25-06-2024 05:30,424,419.75,2024-06,423,10260449
TCS,3838.45,25-06-2024 05:30,3847.65,3792.9,2024-06,3817,1338808
LT,3587.8,25-06-2024 05:30,3591.95,3528,2024-06,3556.5,2158039
TATACONSUM,1081.16,25-06-2024 05:30,1094.59,1076.62,2024-06,1094.55,920868
RELIANCE,1454.15,25-06-2024 05:30,1455.93,1441,2024-06,1443,7045386
HCLTECH,1447.95,25-06-2024 05:30,1450.1,1426.45,2024-06,1440.95,2079037
JSWSTEEL,929.9,25-06-2024 05:30,940,927.95,2024-06,936.9,1733931
ULTRACEMCO,10846.2,25-06-2024 05:30,11007.95,10800.4,2024-06,10801.95,562075
POWERGRID,327.4,25-06-2024 05:30,335,325.8,2024-06,335,13979671
INFY,1541.95,25-06-2024 05:30,1543.9,1520.35,2024-06,1526,4551525
TRENT,5338.8,25-06-2024 05:30,5459,5304.05,2024-06,5440.5,559045
AIRTEL,1414.95,25-06-2024 05:30,1434,1409.85,2024-06,1434,6353748
TATAMOTORS,955,25-06-2024 05:30,962.85,949.3,2024-06,960,7304128
WIPRO,496.85,25-06-2024 05:30,498,489.3,2024-06,490.55,4629105
TECHM,1427.75,25-06-2024 05:30,1432,1394.75,2024-06,1398.8,2201375
NTPC,360.85,25-06-2024 05:30,364.7,357.75,2024-06,364.25,14983828
HINDUNILVR,2432.2,25-06-2024 05:30,2446.7,2427.9,2024-06,2439.35,833789
APOLLOHOSP,6295.35,25-06-2024 05:30,6315,6242.25,2024-06,6258,348730
M&M,2909.4,25-06-2024 05:30,2947,2891.05,2024-06,2921.2,1910886
GRASIM,2516.95,25-06-2024 05:30,2529.85,2495,2024-06,2520,792404
ICICIBANK,1197.95,25-06-2024 05:30,1206,1167.65,2024-06,1170.25,27309845
ADANIENT,3171.1,25-06-2024 05:30,3208.45,3156.35,2024-06,3204.75,1694962
ADANIPORTS,1456.15,25-06-2024 05:30,1468.9,1437,2024-06,1466.15,3343186
BEL,309.7,25-06-2024 05:30,314.95,309.2,2024-06,310.9,29124110
BAJAJFINSV,1603.35,25-06-2024 05:30,1610.75,1571,2024-06,1587.65,3093861
EICHERMOT,4775.05,25-06-2024 05:30,4896,4762.05,2024-06,4870.9,660144
COALINDIA,469.25,25-06-2024 05:30,477.95,465.3,2024-06,475.9,7951999
MARUTI,12116.6,25-06-2024 05:30,12237.8,12072.05,2024-06,12201.4,594272
INDUSINDBK,1495.55,25-06-2024 05:30,1502.15,1482.2,2024-06,1494.75,3309896
ASIANPAINT,2858.45,25-06-2024 05:30,2894.95,2856,2024-06,2876,1217792
TATASTEEL,175.68,25-06-2024 05:30,179,175.25,2024-06,177.99,30599989
HDFCLIFE,590.95,25-06-2024 05:30,592.25,576.95,2024-06,579,6593288
DRREDDY,1215.68,25-06-2024 05:30,1219.04,1203.21,2024-06,1218,1977490
SUNPHARMA,1505.2,25-06-2024 05:30,1508,1492.3,2024-06,1498.05,1833311
KOTAKBANK,1781.9,25-06-2024 05:30,1798.25,1763,2024-06,1776.55,5933859
SHRIRAMFIN,2989.85,25-06-2024 05:30,3000,2861.65,2024-06,2883.25,3168975
NESTLEIND,2515.45,25-06-2024 05:30,2538.3,2505,2024-06,2535,312730
ONGC,267,25-06-2024 05:30,270.8,265,2024-06,270.1,14425434
CIPLA,1499.7,25-06-2024 05:30,1517.8,1495.5,2024-06,1511.6,1199626
BPCL,296.3,25-06-2024 05:30,306.45,294.8,2024-06,305.25,15630568
BRITANNIA,5352.05,25-06-2024 05:30,5370,5289.2,2024-06,5297.8,160890
SBILIFE,1462,25-06-2024 05:30,1467.5,1430,2024-06,1457.4,1845922
HINDALCO,685.5,25-06-2024 05:30,696,680.9,2024-06,688.8,5778636
HEROMOTOCO,5510,25-06-2024 05:30,5579.85,5473.45,2024-06,5565.9,1118588
AXISBANK,1271.45,25-06-2024 05:30,1278.75,1226,2024-06,1234.45,17607952
HDFCBANK,1711.35,25-06-2024 05:30,1716.95,1671.1,2024-06,1671.1,37260774
BAJAJ-AUTO,9659.95,25-06-2024 05:30,9825,9645,2024-06,9755,282048
SBIN,845.35,26-06-2024 05:30,848.8,836,2024-06,839.85,16281760
BAJFINANCE,7158.2,26-06-2024 05:30,7179.25,7035,2024-06,7070,912552
TITAN,3372.75,26-06-2024 05:30,3401.5,3370,2024-06,3401.5,1485709
ITC,423.95,26-06-2024 05:30,426.4,422.05,2024-06,423,11084805
TCS,3855.85,26-06-2024 05:30,3866.95,3841,2024-06,3844.5,1639845
LT,3602.95,26-06-2024 05:30,3624.9,3592.25,2024-06,3601,2480187
TATACONSUM,1073.56,26-06-2024 05:30,1086.3,1069.8,2024-06,1081.61,991415
RELIANCE,1514.03,26-06-2024 05:30,1518.98,1445.13,2024-06,1446.05,22014882
HCLTECH,1443.7,26-06-2024 05:30,1453.3,1438.2,2024-06,1447.95,1917424
JSWSTEEL,919.2,26-06-2024 05:30,932.45,918.1,2024-06,930.9,1341496
ULTRACEMCO,11143.1,26-06-2024 05:30,11261,10903,2024-06,10907.7,793197
POWERGRID,326.7,26-06-2024 05:30,330.2,324.95,2024-06,325.7,12946277
INFY,1540.7,26-06-2024 05:30,1548.85,1535,2024-06,1541,4851004
TRENT,5363.8,26-06-2024 05:30,5395,5260,2024-06,5345,578724
AIRTEL,1459.5,26-06-2024 05:30,1479.95,1408.95,2024-06,1414.95,9579826
TATAMOTORS,951.85,26-06-2024 05:30,962.5,950.1,2024-06,956,6908988
WIPRO,495.2,26-06-2024 05:30,499.9,493.8,2024-06,496.85,6406045
TECHM,1413.05,26-06-2024 05:30,1434.8,1410,2024-06,1432.8,1565878
NTPC,365.05,26-06-2024 05:30,366.9,359.65,2024-06,363,15918394
HINDUNILVR,2445.6,26-06-2024 05:30,2467,2432.4,2024-06,2437,1738656
APOLLOHOSP,6136.8,26-06-2024 05:30,6285.65,6125,2024-06,6279.8,538411
M&M,2851.5,26-06-2024 05:30,2912.95,2844.6,2024-06,2907.05,3282318
GRASIM,2552.25,26-06-2024 05:30,2564,2509.05,2024-06,2518.8,1387150
ICICIBANK,1218,26-06-2024 05:30,1222.85,1193.85,2024-06,1202,25403461
ADANIENT,3170.5,26-06-2024 05:30,3187.7,3163.9,2024-06,3169.05,2142889
ADANIPORTS,1467.8,26-06-2024 05:30,1474.5,1451.05,2024-06,1458.9,3217949
BEL,306.85,26-06-2024 05:30,311.5,305.85,2024-06,310,24238007
BAJAJFINSV,1600.25,26-06-2024 05:30,1616.5,1593.75,2024-06,1607,1310438
EICHERMOT,4739.7,26-06-2024 05:30,4807.4,4720,2024-06,4775.05,600784
COALINDIA,468.75,26-06-2024 05:30,471.85,465.05,2024-06,470.25,6655899
MARUTI,12198.25,26-06-2024 05:30,12323.85,12067.7,2024-06,12117,447931
INDUSINDBK,1497.9,26-06-2024 05:30,1521,1481.55,2024-06,1498,5605220
ASIANPAINT,2863.35,26-06-2024 05:30,2873.85,2844.05,2024-06,2860.2,960622
TATASTEEL,172.56,26-06-2024 05:30,176,171.84,2024-06,175.68,44006436
HDFCLIFE,589.05,26-06-2024 05:30,599,587.2,2024-06,591.65,3672989
DRREDDY,1214.01,26-06-2024 05:30,1218.93,1205.06,2024-06,1212.7,1958240
SUNPHARMA,1521.15,26-06-2024 05:30,1528.9,1495.25,2024-06,1502,2563493
KOTAKBANK,1798.15,26-06-2024 05:30,1816,1776.1,2024-06,1780,6685932
SHRIRAMFIN,2989.05,26-06-2024 05:30,3059.45,2958.6,2024-06,2985.8,1806445
NESTLEIND,2534.25,26-06-2024 05:30,2547,2507.45,2024-06,2522.6,479356
ONGC,267.75,26-06-2024 05:30,269.15,264.1,2024-06,266.9,10650910
CIPLA,1479.1,26-06-2024 05:30,1507.2,1475,2024-06,1503.7,1930909
BPCL,298.4,26-06-2024 05:30,300.85,296.25,2024-06,298,7973173
BRITANNIA,5421.7,26-06-2024 05:30,5434.55,5319.05,2024-06,5352.05,221391
SBILIFE,1450.9,26-06-2024 05:30,1475.65,1447,2024-06,1462,780636
HINDALCO,674.7,26-06-2024 05:30,683.55,671.35,2024-06,683.55,6069407
HEROMOTOCO,5453,26-06-2024 05:30,5544,5428,2024-06,5529,384494
AXISBANK,1285.4,26-06-2024 05:30,1292.95,1259.2,2024-06,1281.1,13956370
HDFCBANK,1701.5,26-06-2024 05:30,1710.9,1691.1,2024-06,1707.95,23798333
BAJAJ-AUTO,9474.65,26-06-2024 05:30,9660.3,9441.5,2024-06,9659.9,431217
SBIN,844,27-06-2024 05:30,847.4,838.25,2024-06,843.9,20378887
BAJFINANCE,7166.75,27-06-2024 05:30,7239,7083.05,2024-06,7150,1137606
TITAN,3380.6,27-06-2024 05:30,3392.5,3361.05,2024-06,3370,1462935
ITC,425.6,27-06-2024 05:30,427.25,421.1,2024-06,423.95,37012589
TCS,3934.15,27-06-2024 05:30,3942,3818.1,2024-06,3831,4526556
LT,3564.4,27-06-2024 05:30,3601.3,3550,2024-06,3597.45,5519875
TATACONSUM,1072.27,27-06-2024 05:30,1082.99,1064.62,2024-06,1076.72,2244951
RELIANCE,1530.55,27-06-2024 05:30,1537.5,1506,2024-06,1513.75,28383030
HCLTECH,1454.9,27-06-2024 05:30,1460.55,1423.5,2024-06,1435,6613193
JSWSTEEL,943.15,27-06-2024 05:30,945.6,915.3,2024-06,916.2,4700053
ULTRACEMCO,11716.7,27-06-2024 05:30,11874.95,11269,2024-06,11270,2339734
POWERGRID,331.55,27-06-2024 05:30,332.5,324.35,2024-06,328.55,27061015
INFY,1573.35,27-06-2024 05:30,1578.4,1532.05,2024-06,1538.45,14757754
TRENT,5329,27-06-2024 05:30,5387,5303.75,2024-06,5360,900729
AIRTEL,1475.8,27-06-2024 05:30,1489,1440.05,2024-06,1464,19675528
TATAMOTORS,972.1,27-06-2024 05:30,974.85,948.05,2024-06,952.5,19385412
WIPRO,510.8,27-06-2024 05:30,511.95,489.2,2024-06,492.15,21068569
TECHM,1432.25,27-06-2024 05:30,1443.8,1392,2024-06,1404.35,4286657
NTPC,377.15,27-06-2024 05:30,381.1,364.1,2024-06,365.05,55378829
HINDUNILVR,2462.15,27-06-2024 05:30,2483.2,2436,2024-06,2449.95,3402726
APOLLOHOSP,6192.5,27-06-2024 05:30,6200.4,6055,2024-06,6115.75,440975
M&M,2888.95,27-06-2024 05:30,2905,2793.05,2024-06,2842,6900180
GRASIM,2637.6,27-06-2024 05:30,2654.65,2552.25,2024-06,2554.9,4849907
ICICIBANK,1219.9,27-06-2024 05:30,1235,1209.1,2024-06,1228.35,20516632
ADANIENT,3175.15,27-06-2024 05:30,3202.25,3150,2024-06,3177,5114980
ADANIPORTS,1485.5,27-06-2024 05:30,1494,1459,2024-06,1475.6,7803408
BEL,304.5,27-06-2024 05:30,308.15,301.2,2024-06,306.1,39996580
BAJAJFINSV,1603.1,27-06-2024 05:30,1614.7,1595.05,2024-06,1600.25,2620064
EICHERMOT,4713.8,27-06-2024 05:30,4766.45,4682.05,2024-06,4722,1087487
COALINDIA,467.05,27-06-2024 05:30,469,461.5,2024-06,468.75,14857335
MARUTI,12178.75,27-06-2024 05:30,12227.3,12010,2024-06,12200,1230852
INDUSINDBK,1502.75,27-06-2024 05:30,1504.95,1485,2024-06,1494,5166134
ASIANPAINT,2880.85,27-06-2024 05:30,2903,2845,2024-06,2860.75,1628022
TATASTEEL,174.16,27-06-2024 05:30,174.95,171.8,2024-06,172.56,49767976
HDFCLIFE,593.25,27-06-2024 05:30,595,586.6,2024-06,589.05,4772196
DRREDDY,1247.18,27-06-2024 05:30,1249.89,1199,2024-06,1200,12168270
SUNPHARMA,1516.25,27-06-2024 05:30,1528.05,1505,2024-06,1525,3881458
KOTAKBANK,1830.55,27-06-2024 05:30,1838,1785,2024-06,1791,13342769
SHRIRAMFIN,2951.05,27-06-2024 05:30,2996.65,2923.95,2024-06,2987.05,2459635
NESTLEIND,2533.75,27-06-2024 05:30,2554,2508.05,2024-06,2531.2,866311
